Rider_ID,Full_Name,Gender,Date_of_Birth,Nationality,City,Phone,Email,Registration_Date,Status,Last_Ride_Date,Total_Rides,Total_Spent_SAR,Average_Rating_Given,Preferred_Payment_Method,Account_Tier,Women_Preferred_Rider
RDR000284,Mona Al-Jasser,Female,4/5/1978,Saudi,Riyadh,545606090,mona.aljasser61@email.com,2/2/2019,Active,3/10/2023,601,11745.34,4.06,Debit Card,Diamond,No
RDR000285,Jawaher Al-Shehri,Female,12/25/1988,Saudi,Medina,575859451,jawaher.alshehri72@email.com,12/30/2019,Active,3/10/2023,741,24702.36,4.62,Credit Card,Diamond,No
RDR000286,Ziyad Al-Farsi,Male,9/1/1984,Yemeni,Tabuk,534167825,ziyad.alfarsi39@email.com,4/7/2023,Active,3/10/2023,241,9693.2,4.46,Cash,Platinum,No
RDR000287,Wadha Al-Mohammed,Female,6/4/2003,Saudi,Dhahran,566316956,wadha.almohammed58@email.com,9/14/2025,Active,3/10/2023,493,12207.62,3.94,Debit Card,Diamond,No
RDR000288,Turki Al-Kaabi,Male,7/10/1986,Filipino,Khobar,565298095,turki.alkaabi88@email.com,4/10/2020,Active,3/10/2023,408,8994.69,4.56,Cash,Diamond,No
RDR000289,Hind Al-Khalid,Female,11/28/1990,Indian,Medina,567069281,hind.alkhalid52@email.com,8/3/2023,Inactive,6/24/2025,34,775.91,4.51,Cash,Silver,Yes
RDR000290,Ghada Al-Rajhi,Female,6/2/1984,Saudi,Riyadh,593924534,ghada.alrajhi15@email.com,6/17/2022,Active,3/10/2023,227,9860.05,4.36,Debit Card,Platinum,No
RDR000291,Maha Al-Saif,Female,11/7/1976,Egyptian,Abha,557338677,maha.alsaif99@email.com,3/23/2019,Active,3/10/2023,22,835.57,4.7,Credit Card,Silver,Yes
RDR000292,Majed Al-Turki,Male,3/6/1998,Saudi,Abha,531663301,majed.alturki48@email.com,3/23/2021,Active,3/10/2023,549,13694.84,4.09,Mada,Diamond,No
RDR000293,Ali Al-Saud,Male,9/18/1986,Saudi,Riyadh,531064869,ali.alsaud37@email.com,3/24/2019,Active,3/10/2023,540,12983.76,3.65,Cash,Diamond,No
RDR000294,Ali Al-Otaibi,Male,5/9/1996,Saudi,Dammam,520271291,ali.alotaibi10@email.com,5/21/2020,Active,3/10/2023,387,11662.36,4.48,Debit Card,Diamond,No
RDR000295,Aisha Al-Saud,Female,10/1/1999,Filipino,Abha,551901392,aisha.alsaud42@email.com,10/13/2025,Active,3/10/2023,98,2719.95,4.6,Cash,Gold,No
RDR000296,Hind Al-Kaabi,Female,5/27/1995,Jordanian,Medina,522490623,hind.alkaabi29@email.com,2/13/2020,Active,3/10/2023,672,29572.43,4.36,Cash,Diamond,Yes
RDR000297,Jawaher Al-Zamil,Female,12/12/1983,Sudanese,Abha,524536356,jawaher.alzamil58@email.com,9/28/2021,Active,3/10/2023,509,11056.41,4.59,Apple Pay,Diamond,No
RDR000298,Ghada Al-Marri,Female,3/17/1980,Saudi,Khobar,522802899,ghada.almarri72@email.com,5/6/2024,Active,3/10/2023,659,13231.19,3.97,Debit Card,Diamond,No
RDR000299,Amal Al-Mutairi,Female,1/14/1998,Saudi,Mecca,576225408,amal.almutairi33@email.com,7/10/2023,Active,3/10/2023,485,13267.54,4.29,Cash,Diamond,No
RDR000300,Fahad Al-Hamdan,Male,3/28/1983,Indian,Tabuk,583227680,fahad.alhamdan64@email.com,9/18/2025,Active,3/10/2023,6,146.34,3.9,Debit Card,Silver,No
RDR000301,Rashed Al-Kaabi,Male,10/2/2003,Jordanian,Taif,520402470,rashed.alkaabi49@email.com,10/8/2024,Active,3/10/2023,758,14264.4,4.99,Credit Card,Diamond,No
RDR000302,Bander Al-Sabah,Male,4/2/1986,Saudi,Jeddah,594042431,bander.alsabah68@email.com,11/11/2020,Active,3/10/2023,117,3465.05,3.56,Cash,Gold,No
RDR000303,Yara Al-Saud,Female,4/21/1996,Pakistani,Dammam,553269935,yara.alsaud79@email.com,4/26/2020,Active,3/10/2023,302,12589.28,4.58,Mada,Diamond,Yes
RDR000304,Sultan Al-Baker,Male,3/12/1997,Indian,Abha,572126724,sultan.albaker27@email.com,4/17/2021,Active,3/10/2023,732,31539.01,4.06,Cash,Diamond,No
RDR000305,Bander Al-Sabah,Male,3/19/2008,Saudi,Taif,535189235,bander.alsabah26@email.com,2/10/2019,Active,3/10/2023,184,6591.13,3.73,Credit Card,Platinum,No
RDR000306,Joud Al-Dosari,Female,4/29/1998,Egyptian,Riyadh,594399027,joud.aldosari2@email.com,4/3/2024,Active,3/10/2023,69,2955.71,4.03,Cash,Gold,Yes
RDR000307,Shatha Al-Turki,Female,5/18/1999,Saudi,Tabuk,589542677,shatha.alturki20@email.com,7/10/2023,Active,3/10/2023,575,10401.34,4.31,Mada,Diamond,Yes
RDR000308,Ibrahim Al-Mazrou,Male,8/27/1993,Filipino,Jeddah,589479708,ibrahim.almazrou78@email.com,6/2/2020,Active,3/10/2023,602,14036.91,4.47,Cash,Diamond,No
RDR000309,Samar Al-Malki,Female,11/22/2001,Saudi,Riyadh,532121549,samar.almalki61@email.com,8/7/2021,Active,3/10/2023,94,3876.41,4.89,Cash,Gold,Yes
RDR000310,Nasser Al-Khalid,Male,8/31/1997,Pakistani,Taif,562780673,nasser.alkhalid49@email.com,10/9/2023,Active,3/10/2023,335,12802.89,3.95,Credit Card,Diamond,No
RDR000311,Tala Al-Saleh,Female,1/14/1980,Saudi,Abha,529177565,tala.alsaleh56@email.com,7/22/2022,Active,3/10/2023,620,19725.04,4.76,Debit Card,Diamond,Yes
RDR000312,Reem Al-Jasser,Female,12/11/1992,Sudanese,Dhahran,566918776,reem.aljasser28@email.com,11/27/2022,Active,3/10/2023,375,12565.96,4.78,Mada,Diamond,No
RDR000313,Mishal Al-Turki,Male,3/3/1982,Saudi,Mecca,554084020,mishal.alturki13@email.com,2/13/2019,Active,3/10/2023,370,15662.55,4.29,Credit Card,Diamond,No
RDR000314,Fatima Al-Saif,Female,4/7/1977,Sudanese,Dammam,543962179,fatima.alsaif36@email.com,5/18/2019,Active,3/10/2023,658,22212.84,4.22,Credit Card,Diamond,No
RDR000315,Khalil Al-Saif,Male,10/21/2003,Saudi,Taif,559597995,khalil.alsaif4@email.com,7/1/2024,Active,3/10/2023,768,25641.69,4.81,Cash,Diamond,No
RDR000316,Turki Al-Shehri,Male,8/3/1976,Saudi,Jeddah,552176116,turki.alshehri13@email.com,9/15/2023,Active,3/10/2023,123,5010.62,3.58,Mada,Gold,No
RDR000317,Mona Al-Muhanna,Female,2/21/1982,Sudanese,Riyadh,559158124,mona.almuhanna67@email.com,9/24/2022,Active,3/10/2023,325,5013.17,4.85,Debit Card,Diamond,No
RDR000318,Noura Al-Harbi,Female,6/20/2006,Saudi,Medina,591675383,noura.alharbi26@email.com,8/16/2024,Active,3/10/2023,274,9771.25,3.63,Cash,Platinum,Yes
RDR000319,Saleh Al-Khalifa,Male,8/8/2004,Filipino,Abha,572143529,saleh.alkhalifa12@email.com,12/7/2022,Active,3/10/2023,478,8837.19,4.35,Mada,Diamond,No
RDR000320,Turki Al-Mutairi,Male,9/16/1998,Yemeni,Mecca,560268506,turki.almutairi59@email.com,7/24/2022,Active,3/10/2023,21,366.2,4.65,Credit Card,Silver,No
RDR000321,Saleh Al-Fahad,Male,4/24/1994,Jordanian,Mecca,540327888,saleh.alfahad25@email.com,6/25/2022,Inactive,8/7/2025,23,533.23,3.92,Cash,Silver,No
RDR000322,Turki Al-Baker,Male,10/25/1992,Yemeni,Dammam,580201607,turki.albaker58@email.com,12/6/2023,Active,3/10/2023,502,20022.27,4.03,Apple Pay,Diamond,No
RDR000323,Fahad Al-Rumaih,Male,11/26/1992,Yemeni,Dhahran,548747182,fahad.alrumaih27@email.com,9/29/2020,Active,3/10/2023,216,5457.33,4.99,Cash,Platinum,No
RDR000324,Lama Al-Khalid,Female,4/9/1985,Yemeni,Medina,594706642,lama.alkhalid24@email.com,11/23/2021,Active,3/10/2023,268,7840.69,3.55,Credit Card,Platinum,Yes
RDR000325,Razan Al-Mazrou,Female,5/14/1992,Saudi,Dhahran,531307131,razan.almazrou54@email.com,8/7/2025,Active,3/10/2023,331,9686.67,4.55,Mada,Diamond,Yes
RDR000326,Turki Al-Sulaiman,Male,10/21/1980,Indian,Dammam,589668254,turki.alsulaiman74@email.com,10/28/2020,Active,3/10/2023,191,6844.48,4.63,Cash,Platinum,No
RDR000327,Aljohara Al-Mahmoud,Female,8/31/2006,Saudi,Dammam,578043121,aljohara.almahmoud14@email.com,3/9/2023,Active,3/10/2023,495,13676.64,4.52,Apple Pay,Diamond,No
RDR000328,Aisha Al-Malki,Female,7/25/1999,Filipino,Abha,528729977,aisha.almalki17@email.com,11/12/2020,Active,3/10/2023,612,21360.14,4.95,Cash,Diamond,No
RDR000329,Saad Al-Saleh,Male,11/6/2001,Saudi,Mecca,533094634,saad.alsaleh39@email.com,11/18/2022,Active,3/10/2023,170,4118.39,4.19,Mada,Platinum,No
RDR000330,Ali Al-Nasser,Male,3/29/2008,Indian,Dhahran,531384884,ali.alnasser45@email.com,1/5/2020,Active,3/10/2023,158,2843.59,4.53,Apple Pay,Platinum,No
RDR000331,Samar Al-Ali,Female,9/13/2002,Egyptian,Dhahran,527921592,samar.alali52@email.com,3/13/2024,Active,3/10/2023,782,29870.69,4.88,Cash,Diamond,No
RDR000332,Yara Al-Zamil,Female,7/9/1998,Filipino,Jeddah,533912234,yara.alzamil99@email.com,11/21/2022,Active,3/10/2023,759,16739.54,4.96,Credit Card,Diamond,Yes
RDR000333,Thamer Al-Harbi,Male,4/19/2004,Egyptian,Medina,561548537,thamer.alharbi84@email.com,7/19/2020,Active,3/10/2023,46,938.23,3.82,Cash,Silver,No
RDR000334,Waleed Al-Saleh,Male,9/10/2003,Indian,Dhahran,521091816,waleed.alsaleh45@email.com,5/22/2024,Inactive,10/1/2025,21,747.22,4.1,Cash,Silver,No
RDR000335,Thamer Al-Saud,Male,12/12/2007,Indian,Mecca,597753863,thamer.alsaud86@email.com,7/30/2022,Active,3/10/2023,520,14066.57,4.08,Cash,Diamond,No
RDR000336,Saleh Al-Anazi,Male,7/11/1976,Egyptian,Dammam,581809727,saleh.alanazi47@email.com,4/19/2020,Active,3/10/2023,462,8477.78,4.25,Cash,Diamond,No
RDR000337,Badr Al-Zamil,Male,12/28/1981,Saudi,Dhahran,536523174,badr.alzamil66@email.com,11/24/2019,Active,3/10/2023,346,13627.23,4.92,Mada,Diamond,No
RDR000338,Raghad Al-Qahtani,Female,9/4/1977,Egyptian,Taif,543866730,raghad.alqahtani55@email.com,2/27/2022,Inactive,12/25/2024,59,1482.31,4.05,Cash,Gold,Yes
RDR000339,Sami Al-Ahmadi,Male,11/13/2006,Filipino,Dammam,524989876,sami.alahmadi46@email.com,1/1/2023,Active,3/10/2023,458,16926.37,3.99,Mada,Diamond,No
RDR000340,Amal Al-Ahmadi,Female,2/15/1989,Saudi,Jeddah,556356961,amal.alahmadi59@email.com,12/31/2024,Active,3/10/2023,745,26573.97,3.72,Cash,Diamond,Yes
RDR000341,Sarah Al-Harbi,Female,12/6/2004,Egyptian,Khobar,595461939,sarah.alharbi96@email.com,3/7/2023,Inactive,11/10/2025,49,1178.92,4.27,Mada,Silver,Yes
RDR000342,Ibrahim Al-Mutairi,Male,11/7/1980,Pakistani,Dhahran,582364511,ibrahim.almutairi32@email.com,4/21/2020,Active,3/10/2023,585,20959.21,3.89,Apple Pay,Diamond,No
RDR000343,Meshari Al-Mazrou,Male,2/19/2000,Saudi,Taif,577318657,meshari.almazrou86@email.com,5/31/2021,Active,3/10/2023,448,7334.77,3.91,Mada,Diamond,No
RDR000344,Hanan Al-Baker,Female,8/23/2002,Saudi,Dammam,545843284,hanan.albaker60@email.com,1/21/2019,Active,3/10/2023,20,659.45,4.67,Mada,Silver,No
RDR000345,Rana Al-Hassan,Female,7/11/1976,Filipino,Medina,571826611,rana.alhassan76@email.com,3/16/2019,Active,3/10/2023,227,6270.41,3.6,Apple Pay,Platinum,Yes
RDR000346,Aljohara Al-Jasser,Female,9/29/1987,Sudanese,Riyadh,576971243,aljohara.aljasser27@email.com,11/5/2022,Active,3/10/2023,355,10993.36,4.73,Debit Card,Diamond,Yes
RDR000347,Wafa Al-Faisal,Female,9/26/2004,Saudi,Riyadh,581080601,wafa.alfaisal48@email.com,5/29/2025,Active,3/10/2023,647,15606.28,4.23,Apple Pay,Diamond,No
RDR000348,Anoud Al-Rashid,Female,6/1/2007,Saudi,Mecca,584684043,anoud.alrashid96@email.com,7/23/2025,Active,3/10/2023,361,10729.9,4.35,Cash,Diamond,Yes
RDR000349,Mishal Al-Saif,Male,6/27/1995,Saudi,Jeddah,531356391,mishal.alsaif99@email.com,2/2/2020,Active,3/10/2023,217,8316.69,4.99,Cash,Platinum,No
RDR000350,Sadeem Al-Sulaiman,Female,3/11/1980,Saudi,Medina,599152055,sadeem.alsulaiman88@email.com,9/9/2023,Active,3/10/2023,286,12528.85,3.98,Apple Pay,Platinum,No
RDR000351,Yara Al-Hassan,Female,6/4/2001,Saudi,Dhahran,563694387,yara.alhassan37@email.com,7/19/2024,Active,3/10/2023,294,4439.44,4.74,Cash,Platinum,No
RDR000352,Hanan Al-Dosari,Female,3/1/2007,Filipino,Dhahran,540090623,hanan.aldosari18@email.com,7/4/2025,Active,3/10/2023,429,14281.92,4.12,Mada,Diamond,Yes
RDR000353,Ziyad Al-Rashid,Male,5/20/2004,Egyptian,Khobar,513049361,ziyad.alrashid96@email.com,11/2/2025,Active,3/10/2023,583,19262.48,4.44,Mada,Diamond,No
RDR000354,Mona Al-Malki,Female,7/3/1999,Egyptian,Taif,527803989,mona.almalki38@email.com,2/20/2023,Active,3/10/2023,246,4168.32,3.76,Mada,Platinum,Yes
RDR000355,Anoud Al-Mahmoud,Female,9/11/1979,Saudi,Tabuk,591068419,anoud.almahmoud43@email.com,12/23/2023,Active,3/10/2023,182,7491.59,4.96,Cash,Platinum,No
RDR000356,Jasser Al-Harbi,Male,3/7/1991,Saudi,Riyadh,565980819,jasser.alharbi34@email.com,5/13/2019,Active,3/10/2023,417,17305.8,4.8,Cash,Diamond,No
RDR000357,Mohammed Al-Marri,Male,9/4/2006,Egyptian,Taif,563610511,mohammed.almarri92@email.com,9/2/2019,Active,3/10/2023,408,17471.25,4.74,Mada,Diamond,No
RDR000358,Raghad Al-Zahrani,Female,11/19/2000,Egyptian,Jeddah,565417567,raghad.alzahrani85@email.com,8/20/2020,Active,3/10/2023,777,19576.55,4.74,Credit Card,Diamond,No
RDR000359,Samar Al-Farsi,Female,6/1/1986,Saudi,Jeddah,544896549,samar.alfarsi44@email.com,9/13/2022,Active,3/10/2023,76,1813.27,4.19,Mada,Gold,Yes
RDR000360,Wafa Al-Mazrou,Female,10/30/1991,Filipino,Dammam,558684022,wafa.almazrou92@email.com,8/31/2025,Inactive,10/17/2025,67,1590.35,3.93,Debit Card,Gold,No
RDR000361,Saleh Al-Ali,Male,5/9/1995,Jordanian,Taif,544534994,saleh.alali82@email.com,4/22/2022,Active,3/10/2023,712,15548.33,3.69,Cash,Diamond,No
RDR000362,Saleh Al-Ghamdi,Male,4/5/1990,Indian,Tabuk,593008294,saleh.alghamdi22@email.com,2/19/2019,Active,3/10/2023,739,32643.18,4.26,Cash,Diamond,No
RDR000363,Rashed Al-Sabah,Male,11/4/1986,Saudi,Khobar,574961168,rashed.alsabah49@email.com,3/29/2023,Active,3/10/2023,497,7667.21,4.47,Cash,Diamond,No
RDR000364,Hamad Al-Hassan,Male,2/6/2003,Yemeni,Dammam,536433135,hamad.alhassan46@email.com,4/25/2021,Active,3/10/2023,285,8539.66,4.41,Mada,Platinum,No
RDR000365,Hassan Al-Fahad,Male,6/14/2005,Saudi,Khobar,584260585,hassan.alfahad69@email.com,5/15/2019,Active,3/10/2023,102,4120.61,4.93,Cash,Gold,No
RDR000366,Khalid Al-Marri,Male,7/11/1977,Yemeni,Tabuk,542895027,khalid.almarri30@email.com,11/11/2024,Active,3/10/2023,263,9386.24,4.7,Debit Card,Platinum,No
RDR000367,Hanan Al-Otaibi,Female,8/10/2005,Saudi,Tabuk,580136507,hanan.alotaibi39@email.com,12/24/2021,Active,3/10/2023,94,1581.64,4.61,Mada,Gold,Yes
RDR000368,Anoud Al-Dosari,Female,3/30/2003,Indian,Abha,521191907,anoud.aldosari61@email.com,7/29/2019,Active,3/10/2023,650,13599.23,3.61,Cash,Diamond,Yes
RDR000369,Mubarak Al-Saleh,Male,8/22/1979,Saudi,Tabuk,589045858,mubarak.alsaleh82@email.com,2/9/2019,Active,3/10/2023,115,3844.73,4.58,Cash,Gold,No
RDR000370,Fatima Al-Farsi,Female,10/14/1986,Pakistani,Dhahran,548085045,fatima.alfarsi83@email.com,9/29/2025,Active,3/10/2023,647,15520.96,3.76,Cash,Diamond,No
RDR000371,Hamad Al-Khalifa,Male,8/5/1986,Saudi,Abha,552843311,hamad.alkhalifa66@email.com,8/22/2024,Active,3/10/2023,451,13130.95,3.67,Debit Card,Diamond,No
RDR000372,Turki Al-Harbi,Male,4/21/1984,Saudi,Dhahran,535983948,turki.alharbi14@email.com,6/1/2022,Active,3/10/2023,454,17200.05,4.01,Mada,Diamond,No
RDR000373,Saleh Al-Khalid,Male,2/14/1981,Saudi,Dammam,586639453,saleh.alkhalid87@email.com,8/3/2022,Active,3/10/2023,484,9504.76,3.65,Apple Pay,Diamond,No
RDR000374,Faisal Al-Faisal,Male,3/19/1987,Yemeni,Mecca,589890370,faisal.alfaisal54@email.com,10/8/2020,Active,3/10/2023,161,6181.22,3.99,Cash,Platinum,No
RDR000375,Ghada Al-Farsi,Female,4/27/1994,Indian,Taif,551341326,ghada.alfarsi55@email.com,5/28/2022,Active,3/10/2023,314,10016.16,4,Apple Pay,Diamond,No
RDR000376,Thamer Al-Qahtani,Male,8/4/2007,Sudanese,Dhahran,537140582,thamer.alqahtani27@email.com,12/19/2022,Active,3/10/2023,144,5020.08,4.96,Apple Pay,Gold,No
RDR000377,Jawaher Al-Turki,Female,7/9/1999,Saudi,Riyadh,592886941,jawaher.alturki65@email.com,8/11/2022,Active,3/10/2023,392,11055.61,3.99,Cash,Diamond,Yes
RDR000378,Ali Al-Malki,Male,11/20/1978,Jordanian,Khobar,575369583,ali.almalki32@email.com,5/18/2024,Active,3/10/2023,608,14229.8,4.2,Credit Card,Diamond,No
RDR000379,Noura Al-Dosari,Female,6/26/2003,Indian,Riyadh,528023391,noura.aldosari96@email.com,11/4/2022,Active,3/10/2023,379,6526.25,4.16,Apple Pay,Diamond,No
RDR000380,Lina Al-Ghamdi,Female,10/4/1993,Filipino,Tabuk,583361416,lina.alghamdi98@email.com,5/9/2022,Active,3/10/2023,576,20056.74,3.63,Debit Card,Diamond,Yes
RDR000381,Aisha Al-Shehri,Female,10/30/1998,Saudi,Jeddah,553119744,aisha.alshehri60@email.com,7/9/2022,Active,3/10/2023,370,8077.27,4.86,Cash,Diamond,Yes
RDR000382,Ibrahim Al-Farsi,Male,8/25/1986,Saudi,Tabuk,580920296,ibrahim.alfarsi8@email.com,4/5/2019,Active,3/10/2023,658,27892.27,4.12,Cash,Diamond,No
RDR000383,Aisha Al-Mazrou,Female,10/15/1995,Filipino,Dhahran,554795511,aisha.almazrou82@email.com,5/12/2019,Active,3/10/2023,335,5699.45,4.69,Cash,Diamond,Yes
RDR000384,Yousef Al-Zamil,Male,2/6/1981,Yemeni,Mecca,535620480,yousef.alzamil97@email.com,10/4/2024,Active,3/10/2023,90,1547.33,4.36,Cash,Gold,No
RDR000385,Hind Al-Kaabi,Female,3/22/1993,Indian,Taif,580828569,hind.alkaabi89@email.com,9/15/2020,Active,3/10/2023,75,2788.78,3.77,Cash,Gold,No
RDR000386,Thamer Al-Mazrou,Male,1/2/1994,Jordanian,Dammam,530199086,thamer.almazrou34@email.com,1/27/2019,Active,3/10/2023,400,16266.9,3.53,Debit Card,Diamond,No
RDR000387,Anoud Al-Fahad,Female,12/29/1999,Saudi,Tabuk,537668202,anoud.alfahad40@email.com,12/23/2022,Active,3/10/2023,733,14988.09,4.8,Debit Card,Diamond,Yes
RDR000388,Nasser Al-Zamil,Male,2/5/1999,Saudi,Khobar,550658510,nasser.alzamil21@email.com,10/11/2019,Active,3/10/2023,323,8956.31,4.89,Mada,Diamond,No
RDR000389,Ghada Al-Nasser,Female,4/29/2007,Indian,Khobar,537995717,ghada.alnasser49@email.com,4/22/2019,Active,3/10/2023,451,7430.87,3.68,Cash,Diamond,Yes
RDR000390,Majed Al-Mansour,Male,4/18/1985,Saudi,Tabuk,531861785,majed.almansour97@email.com,5/25/2020,Active,3/10/2023,180,3832.05,4.26,Cash,Platinum,No
RDR000391,Tala Al-Hamdan,Female,1/9/1987,Saudi,Dhahran,578281290,tala.alhamdan15@email.com,2/21/2021,Active,3/10/2023,93,4031.26,4.7,Apple Pay,Gold,Yes
RDR000392,Sadeem Al-Faisal,Female,3/21/1979,Saudi,Jeddah,540784021,sadeem.alfaisal90@email.com,12/23/2022,Active,3/10/2023,318,5575.67,4.75,Cash,Diamond,No
RDR000393,Aljohara Al-Rashid,Female,3/14/1985,Saudi,Dammam,528820058,aljohara.alrashid89@email.com,8/17/2022,Inactive,2/7/2024,23,669.17,4.35,Debit Card,Silver,Yes
RDR000394,Waleed Al-Turki,Male,9/3/2001,Sudanese,Tabuk,599747074,waleed.alturki24@email.com,8/27/2023,Active,3/10/2023,430,11159.38,3.76,Cash,Diamond,No
RDR000395,Bander Al-Rashid,Male,7/26/1980,Egyptian,Taif,513822276,bander.alrashid4@email.com,4/15/2021,Active,3/10/2023,641,15991.32,4.06,Apple Pay,Diamond,No
RDR000396,Sarah Al-Ghamdi,Female,11/6/2000,Saudi,Dhahran,523437241,sarah.alghamdi2@email.com,7/10/2019,Active,3/10/2023,781,19884.25,4.4,Cash,Diamond,Yes
RDR000397,Huda Al-Zahrani,Female,11/24/1979,Saudi,Taif,551799545,huda.alzahrani61@email.com,3/17/2024,Active,3/10/2023,550,15996.54,4.16,Cash,Diamond,No
RDR000398,Rashed Al-Zamil,Male,11/3/1982,Saudi,Khobar,526889016,rashed.alzamil29@email.com,11/18/2025,Active,3/10/2023,99,3013.76,4.22,Mada,Gold,No
RDR000399,Hassan Al-Mutairi,Male,3/22/1997,Saudi,Jeddah,598499057,hassan.almutairi39@email.com,7/13/2023,Active,3/10/2023,630,15661.03,3.66,Debit Card,Diamond,No
RDR000400,Hind Al-Shehri,Female,3/12/1991,Yemeni,Khobar,516444924,hind.alshehri26@email.com,9/25/2023,Active,3/10/2023,149,6613.5,4.37,Credit Card,Gold,Yes
RDR000401,Ali Al-Malki,Male,4/6/1980,Filipino,Dhahran,564446341,ali.almalki58@email.com,8/14/2022,Inactive,5/24/2025,62,2776.42,4.79,Debit Card,Gold,No
RDR000402,Wafa Al-Zamil,Female,5/3/1993,Saudi,Taif,544263695,wafa.alzamil44@email.com,4/27/2020,Active,3/10/2023,672,26348.89,4.65,Apple Pay,Diamond,Yes
RDR000403,Rana Al-Rajhi,Female,10/20/2002,Saudi,Abha,540484208,rana.alrajhi59@email.com,12/12/2021,Inactive,1/29/2024,55,2194.63,4.46,Cash,Gold,Yes
RDR000404,Maha Al-Sulaiman,Female,4/10/2000,Jordanian,Dammam,578572457,maha.alsulaiman25@email.com,1/28/2024,Active,3/10/2023,85,1636.36,4.95,Cash,Gold,No
RDR000405,Faisal Al-Sulaiman,Male,5/11/2006,Pakistani,Abha,558674884,faisal.alsulaiman70@email.com,9/27/2025,Active,3/10/2023,577,12643.63,4.79,Cash,Diamond,No
RDR000406,Meshari Al-Malki,Male,8/23/2001,Pakistani,Jeddah,591827925,meshari.almalki55@email.com,11/9/2020,Active,3/10/2023,634,25834.77,3.84,Mada,Diamond,No
RDR000407,Noura Al-Faisal,Female,1/9/1994,Saudi,Dammam,550264407,noura.alfaisal1@email.com,5/16/2023,Active,3/10/2023,432,7450.32,4.84,Cash,Diamond,No
RDR000408,Samar Al-Muhanna,Female,8/3/1997,Jordanian,Tabuk,531400078,samar.almuhanna83@email.com,10/1/2019,Inactive,2/17/2022,18,496.27,3.72,Debit Card,Silver,Yes
RDR000409,Nawaf Al-Harbi,Male,3/8/1982,Yemeni,Medina,530380452,nawaf.alharbi27@email.com,2/5/2022,Active,3/10/2023,412,11660.19,3.69,Mada,Diamond,No
RDR000410,Maram Al-Saud,Female,5/2/1987,Saudi,Jeddah,598640264,maram.alsaud57@email.com,11/2/2024,Active,3/10/2023,106,2540.25,4.66,Cash,Gold,Yes
RDR000411,Lina Al-Harbi,Female,5/28/2003,Yemeni,Khobar,572616017,lina.alharbi55@email.com,1/19/2022,Active,3/10/2023,42,1367.07,4.07,Apple Pay,Silver,No
RDR000412,Jawaher Al-Hassan,Female,3/14/1992,Saudi,Abha,599242791,jawaher.alhassan64@email.com,2/27/2020,Active,3/10/2023,750,30075.96,4.4,Cash,Diamond,No
RDR000413,Noura Al-Dosari,Female,7/19/1978,Saudi,Dammam,557870268,noura.aldosari11@email.com,2/3/2022,Active,3/10/2023,656,10094.39,4.26,Cash,Diamond,No
RDR000414,Amal Al-Rumaih,Female,7/31/1986,Pakistani,Taif,591421925,amal.alrumaih73@email.com,6/25/2021,Active,3/10/2023,682,17919.33,3.9,Mada,Diamond,Yes
RDR000415,Sarah Al-Saif,Female,3/16/2004,Saudi,Jeddah,542026271,sarah.alsaif47@email.com,8/15/2025,Active,3/10/2023,659,21354.01,4.93,Cash,Diamond,No
RDR000416,Yara Al-Otaibi,Female,7/31/1990,Yemeni,Khobar,567954859,yara.alotaibi86@email.com,12/9/2023,Active,3/10/2023,588,24838.55,4.8,Credit Card,Diamond,Yes
RDR000417,Mohammed Al-Rajhi,Male,5/18/1992,Yemeni,Jeddah,556177572,mohammed.alrajhi46@email.com,4/12/2022,Active,3/10/2023,30,1326.22,4.59,Apple Pay,Silver,No
RDR000418,Sami Al-Marri,Male,1/27/1999,Pakistani,Riyadh,583454371,sami.almarri83@email.com,8/22/2022,Active,3/10/2023,651,16051.34,3.89,Debit Card,Diamond,No
RDR000419,Tala Al-Ahmadi,Female,4/7/1994,Saudi,Taif,523596009,tala.alahmadi93@email.com,12/31/2019,Active,3/10/2023,632,11194.6,4.31,Debit Card,Diamond,Yes
RDR000420,Hanan Al-Mansour,Female,4/1/1992,Saudi,Medina,532621484,hanan.almansour42@email.com,12/20/2021,Active,3/10/2023,498,7707.95,4.03,Cash,Diamond,Yes
RDR000421,Jawaher Al-Jasser,Female,5/27/2004,Sudanese,Abha,590258091,jawaher.aljasser85@email.com,12/29/2020,Active,3/10/2023,713,19350.19,3.61,Credit Card,Diamond,Yes
RDR000422,Tala Al-Faisal,Female,12/12/1980,Filipino,Mecca,521034254,tala.alfaisal42@email.com,4/27/2023,Active,3/10/2023,754,33917.31,4.72,Apple Pay,Diamond,Yes
RDR000423,Ali Al-Jasser,Male,5/2/1998,Indian,Mecca,596959001,ali.aljasser28@email.com,1/26/2022,Inactive,5/30/2023,89,1723.16,4.97,Debit Card,Gold,No
RDR000424,Amal Al-Rashid,Female,11/4/1999,Jordanian,Tabuk,534972287,amal.alrashid67@email.com,6/2/2024,Active,3/10/2023,425,13781.42,4.33,Cash,Diamond,No
RDR000425,Wafa Al-Turki,Female,1/3/2005,Sudanese,Dammam,528051318,wafa.alturki42@email.com,11/2/2023,Active,3/10/2023,241,9832.4,3.98,Apple Pay,Platinum,No
RDR000426,Nasser Al-Dosari,Male,3/31/1998,Sudanese,Abha,556753777,nasser.aldosari92@email.com,5/2/2024,Active,3/10/2023,108,3894.95,4.71,Cash,Gold,No
